timestamp,drone_id,drone_detected,drone_type,drone_latitude,drone_longitude,operator_latitude,operator_longitude,confidence,altitude_m,speed_mps,heading_deg,device_ip,device_port
2026-05-29T17:45:59.049475+00:00,DRONE-1465,True,DJI Mavic,18.966947,72.758594,19.17812,72.958217,0.73,172.5,2.68,19,192.168.0.6,8082
2026-05-29T17:46:00.051244+00:00,DRONE-9891,True,Unknown,19.128553,72.889738,19.047946,72.759921,0.86,33.8,22.95,11,192.168.0.6,8082
2026-05-29T17:46:01.052747+00:00,DRONE-5668,True,DJI Phantom,18.966171,72.945542,19.121813,72.836287,0.91,279.18,16.5,191,192.168.0.6,8082
2026-05-29T17:46:02.053426+00:00,DRONE-3572,True,Parrot Anafi,18.973644,72.744804,19.106399,72.757534,0.88,43.43,6.04,188,192.168.0.6,8082
2026-05-29T17:46:03.055026+00:00,DRONE-9335,True,Parrot Anafi,19.058891,72.765925,19.074031,72.896812,0.79,211.24,20.51,78,192.168.0.6,8082
2026-05-29T17:46:04.056627+00:00,DRONE-6920,True,Skydio,19.180412,72.80287,19.02975,72.894175,0.75,107.76,25.88,256,192.168.0.6,8082
2026-05-29T17:46:05.058226+00:00,DRONE-3150,True,DJI Mini,18.900502,72.794852,19.110095,72.736811,0.88,337.64,6.25,71,192.168.0.6,8082
2026-05-29T17:46:06.059851+00:00,DRONE-9474,True,Unknown,18.965953,72.712563,19.193106,72.753604,0.95,458.36,2.7,168,192.168.0.6,8082
2026-05-29T17:46:07.060342+00:00,DRONE-3601,True,Autel EVO,19.026462,72.988068,19.181526,72.72172,0.77,436.02,11.94,239,192.168.0.6,8082
2026-05-29T17:46:08.061396+00:00,DRONE-5212,True,Skydio,19.018442,72.941765,19.045642,72.818281,0.76,167.56,10.23,285,192.168.0.6,8082
2026-05-29T17:46:09.063000+00:00,DRONE-2087,True,Unknown,19.118608,72.722537,18.906018,72.856073,0.71,395.37,1.33,22,192.168.0.6,8082
2026-05-29T17:46:10.064597+00:00,DRONE-8841,True,Parrot Anafi,18.971367,72.707222,19.194369,72.819053,0.96,431.96,34.06,247,192.168.0.6,8082
2026-05-29T17:46:11.066181+00:00,DRONE-4824,True,Skydio,19.038408,72.954918,19.105421,72.823954,0.79,214.91,20.35,126,192.168.0.6,8082
2026-05-29T17:46:12.067698+00:00,DRONE-8714,True,Skydio,18.974277,72.815456,19.095296,72.793549,0.74,398.3,21.63,352,192.168.0.6,8082
2026-05-29T17:46:13.068348+00:00,DRONE-1948,True,Parrot Anafi,18.975824,72.951803,19.166973,72.748005,0.97,355.39,24.73,33,192.168.0.6,8082
2026-05-29T17:46:14.070036+00:00,DRONE-8003,True,Unknown,19.015038,72.76029,19.079546,72.846059,0.95,489.67,26.59,43,192.168.0.6,8082
