timestamp,drone_id,drone_detected,drone_type,drone_latitude,drone_longitude,operator_latitude,operator_longitude,confidence,altitude_m,speed_mps,heading_deg,device_ip,device_port
2026-05-29T17:45:58.171519+00:00,DRONE-2748,True,DJI Mini,18.928176,72.776957,18.982629,72.755039,0.93,449.0,4.16,57,192.168.0.6,8082
2026-05-29T17:45:59.172984+00:00,DRONE-7198,True,Parrot Anafi,18.929028,72.890977,19.042452,72.968873,0.71,406.93,18.76,56,192.168.0.6,8082
2026-05-29T17:46:00.174580+00:00,DRONE-5615,True,DJI Phantom,19.040372,72.861988,19.110877,72.807348,0.95,373.73,0.14,156,192.168.0.6,8082
2026-05-29T17:46:01.176169+00:00,DRONE-1975,True,Autel EVO,18.957889,72.70143,19.07183,72.850042,0.71,312.12,1.41,247,192.168.0.6,8082
2026-05-29T17:46:02.177321+00:00,DRONE-5629,True,Unknown,19.043592,72.916818,19.197811,72.842907,0.9,246.01,21.32,6,192.168.0.6,8082
2026-05-29T17:46:03.178337+00:00,DRONE-3743,True,Unknown,19.014973,72.838311,19.178738,72.979483,0.81,446.1,31.33,238,192.168.0.6,8082
2026-05-29T17:46:04.179928+00:00,DRONE-4190,True,DJI Mavic,19.051342,72.960703,18.971321,72.752869,0.96,441.51,3.78,47,192.168.0.6,8082
2026-05-29T17:46:05.181521+00:00,DRONE-6175,True,DJI Mini,18.960732,72.875213,19.174015,72.729919,0.73,401.01,17.47,162,192.168.0.6,8082
2026-05-29T17:46:06.183108+00:00,DRONE-4198,True,Unknown,19.079059,72.720591,19.173499,72.826093,0.83,239.52,1.05,267,192.168.0.6,8082
2026-05-29T17:46:07.184720+00:00,DRONE-1686,True,Unknown,19.075297,72.741849,19.190539,72.797121,0.7,165.66,2.16,330,192.168.0.6,8082
2026-05-29T17:46:08.186331+00:00,DRONE-9273,True,Skydio,19.040773,72.938296,19.088214,72.774818,0.81,442.38,8.99,128,192.168.0.6,8082
2026-05-29T17:46:09.187920+00:00,DRONE-8503,True,Skydio,19.057435,72.807316,19.15383,72.789853,0.93,484.59,7.71,59,192.168.0.6,8082
2026-05-29T17:46:10.189446+00:00,DRONE-7191,True,DJI Phantom,19.19995,72.739088,19.00983,72.810928,0.7,269.63,20.15,163,192.168.0.6,8082
2026-05-29T17:46:11.191034+00:00,DRONE-3542,True,Parrot Anafi,18.989285,72.975074,18.983698,72.874088,0.78,320.87,4.59,4,192.168.0.6,8082
2026-05-29T17:46:12.192625+00:00,DRONE-3502,True,DJI Mavic,19.054022,72.810331,19.110828,72.967785,0.97,127.72,10.54,305,192.168.0.6,8082
2026-05-29T17:46:13.194217+00:00,DRONE-5385,True,Parrot Anafi,19.1377,72.906104,18.945223,72.816131,0.91,32.84,12.34,31,192.168.0.6,8082
2026-05-29T17:46:14.195835+00:00,DRONE-4444,True,Autel EVO,18.902369,72.769251,19.135117,72.762856,0.97,51.7,12.1,110,192.168.0.6,8082
2026-05-29T17:46:15.197080+00:00,DRONE-8279,True,DJI Mavic,18.959963,72.959255,19.070483,72.996018,0.77,102.01,22.51,103,192.168.0.6,8082
2026-05-29T17:46:16.198751+00:00,DRONE-1855,True,DJI Mavic,19.184574,72.843607,19.135519,72.977443,0.91,366.82,16.1,311,192.168.0.6,8082
2026-05-29T17:46:17.200344+00:00,DRONE-1822,True,Skydio,19.11509,72.956659,19.172234,72.831893,0.76,498.81,13.57,128,192.168.0.6,8082
2026-05-29T17:46:18.201934+00:00,DRONE-8097,True,DJI Mavic,19.139642,72.852143,19.072939,72.924097,0.81,221.78,8.2,137,192.168.0.6,8082
2026-05-29T17:46:19.203521+00:00,DRONE-4479,True,Autel EVO,19.086647,72.783581,19.078227,72.802544,0.79,474.61,6.23,68,192.168.0.6,8082
2026-05-29T17:46:20.205113+00:00,DRONE-5076,True,DJI Mavic,19.119928,72.801986,18.976091,72.801113,0.9,439.12,25.42,318,192.168.0.6,8082
2026-05-29T17:46:21.206372+00:00,DRONE-4957,True,Skydio,19.000885,72.921736,18.974445,72.760814,0.7,37.74,15.68,338,192.168.0.6,8082
2026-05-29T17:46:22.207966+00:00,DRONE-8185,True,DJI Mavic,18.975992,72.897089,19.174289,72.868507,0.88,92.32,8.11,272,192.168.0.6,8082
