# Session_ID: b1cf74a6-df7c-43b9-b85a-3f7a00ee8c69
# node_id: 9
# master_lat: 18.4547401
# master_long: 74.3089844

timestamp,target_lat,target_long,target_frequency,target_signal_bw,target_received_power,device_ip,device_port
2026-05-29 23:15:59,18.454545993111168,74.30908760846354,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:03,18.454363189536807,74.30918480684817,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:06,18.454356574907376,74.30918832390903,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:13,18.454403724091634,74.30916325424306,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:15,18.45450101488199,74.30911152381222,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:19,18.45469979437513,74.30900583088089,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:20,18.454614481082093,74.30905119276345,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:24,18.454465398028933,74.30913046162891,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:26,18.45453971707104,74.30909094549327,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:27,18.454614481082093,74.30905119276345,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:34,18.454403724091634,74.30916325424306,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:35,18.454180978812943,74.3092816900086,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:36,18.454413820635978,74.30915788581521,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:45,18.452496769765308,74.31017719984412,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:47,18.454661327610683,74.30902628402235,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:49,18.454055795706754,74.30934825104684,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:51,18.454564836599104,74.30907758920328,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:54,18.454225196067842,74.30925817927712,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:56,18.45453971707104,74.30909094549327,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:16:59,18.454363189536807,74.30918480684817,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:02,18.454483773533987,74.30912069119957,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:05,18.454301986897715,74.30921734886861,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:06,18.454536571388246,74.30909261808247,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:07,18.454665733648667,74.3090239412904,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:08,18.454561683227833,74.30907926588053,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:10,18.453922934080847,74.30941889482645,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:15,18.453530803182208,74.3096273945237,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:18,18.45455853754504,74.30908093846973,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:21,18.45468941340701,74.30901135053955,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:22,18.45465279517835,74.3090308207971,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:24,18.45431084576942,74.30921263852298,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:27,18.454614481082093,74.30905119276345,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:30,18.45431084576942,74.30921263852298,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:32,18.454577566504305,74.30907082059262,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:37,18.453625381382913,74.30957710640236,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:42,18.454403724091634,74.30916325424306,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:43,18.454282921598242,74.30922748606817,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:45,18.454577566504305,74.30907082059262,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:47,18.454722524470924,74.30899374507457,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:50,18.454490785371217,74.30911696293957,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:51,18.452496769765308,74.31017719984412,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:52,18.454494230912687,74.30911513091267,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:53,18.454356574907376,74.30918832390903,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:17:56,18.454607469244863,74.30905492102343,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:00,18.454564836599104,74.30907758920328,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:03,18.454629071688547,74.30904343480037,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:12,18.454523892074242,74.30909935979332,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:16,18.45469979437513,74.30900583088089,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:23,18.45438168674696,74.30917497170708,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:24,18.454180978812943,74.3092816900086,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:28,18.45453971707104,74.30909094549327,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:29,18.454301986897715,74.30921734886861,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:30,18.454225196067842,74.30925817927712,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:34,18.454523892074242,74.30909935979332,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:35,18.45462534516494,74.30904541622813,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:18:37,18.44940725841156,74.31181992217013,101.0,0.02,-60.0dbm,192.168.0.9,8081
