timestamp,target_lat,target_long,target_frequency,target_signal_bw,target_received_power,device_ip,device_port
2026-05-29 23:03:23,18.454487300524086,74.30911881586566,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:03:25,18.454523892074242,74.30909935979332,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:03:27,18.454250292581975,74.30924483522386,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:03:31,18.45453971707104,74.30909094549327,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:03:33,18.45470521471218,74.30900294883656,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:03:35,18.453828959431014,74.3094688620341,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:03:41,18.454027652957564,74.30936321481202,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:03:52,18.45455226150491,74.30908427549947,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:03:53,18.45284074687944,74.30999430396825,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:03:54,18.454577566504305,74.30907082059262,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:03:58,18.453771376082912,74.30949947964339,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:02,18.454126115125376,74.30931086154874,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:04,18.45467958384472,74.30901657701052,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:08,18.454520688111774,74.30910106337039,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:09,18.454632856587146,74.3090414223341,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:13,18.45467958384472,74.30901657701052,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:16,18.4544280138953,74.30915033912535,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:18,18.45444545943773,74.30914106316591,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:20,18.4542114277906,74.3092655,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:23,18.454403724091634,74.30916325424306,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:24,18.454604023703393,74.30905675305033,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:25,18.45447658115951,74.30912451545291,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:27,18.45465279517835,74.3090308207971,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:28,18.45308674460153,74.30986350465925,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:29,18.454292691881836,74.30922229111623,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:31,18.454261774411084,74.30923873022704,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:32,18.454301986897715,74.30921734886861,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:33,18.454636703605196,74.30903937683831,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:38,18.454504358465893,74.30910974599712,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:39,18.454432520967412,74.30914794267261,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:42,18.44940725841156,74.31181992217013,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:44,18.454604023703393,74.30905675305033,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:50,18.45458729354307,74.30906564863437,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:52,18.453922934080847,74.30941889482645,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:53,18.453961819493088,74.309398219086,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:04:58,18.45467958384472,74.30901657701052,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:04,18.454413820635978,74.30915788581521,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:05,18.45464061668812,74.30903729621522,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:08,18.454555397612214,74.30908260800163,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:11,18.454363189536807,74.30918480684817,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:14,18.45445763792796,74.30913458774779,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:17,18.45450101488199,74.30911152381222,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:23,18.45451746638478,74.30910277639302,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:24,18.454549127308038,74.30908594198151,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:25,18.454604023703393,74.30905675305033,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:29,18.451981328011886,74.31045126508589,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:32,18.454292691881836,74.30922229111623,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:36,18.45459723973409,74.3090603601508,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:37,18.45341544259682,74.30968873283499,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:40,18.454453654616078,74.30913670571229,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:44,18.45471656786912,74.30899691225594,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:45,18.454520688111774,74.30910106337039,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:47,18.4544280138953,74.30915033912535,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:49,18.453828959431014,74.3094688620341,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:05:50,18.45473506507927,74.30898707711484,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:01,18.454494230912687,74.30911513091267,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:04,18.453625381382913,74.30957710640236,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:13,18.45370437324785,74.30953510568274,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:17,18.454520688111774,74.30910106337039,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:18,18.454261774411084,74.30923873022704,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:22,18.454487300524086,74.30911881586566,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:23,18.4542114277906,74.3092655,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:25,18.45410470561705,74.30932224518624,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:26,18.45408136267759,74.30933465684731,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:28,18.454465398028933,74.30913046162891,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:30,18.454483773533987,74.30912069119957,101.0,0.02,-60.0dbm,192.168.0.9,8081
2026-05-29 23:06:31,18.454180978812943,74.3092816900086,101.0,0.02,-60.0dbm,192.168.0.9,8081
