timestamp,drone_id,drone_detected,drone_type,drone_latitude,drone_longitude,operator_latitude,operator_longitude,confidence,altitude_m,speed_mps,heading_deg,device_ip,device_port
2026-05-29T17:33:30.100912+00:00,DRONE-9811,True,DJI Phantom,19.027901,72.957465,18.925399,72.878411,0.84,493.69,22.76,266,192.168.0.9,8082
2026-05-29T17:33:31.101800+00:00,DRONE-7756,True,Unknown,19.117306,72.743167,18.991342,72.747688,0.79,49.48,6.06,75,192.168.0.9,8082
2026-05-29T17:33:32.103244+00:00,DRONE-8109,True,Unknown,19.097153,72.708522,18.983428,72.787241,0.76,456.53,7.01,113,192.168.0.9,8082
2026-05-29T17:33:33.103807+00:00,DRONE-7371,True,DJI Mini,18.928823,72.808111,18.914185,72.925122,0.8,146.05,6.24,209,192.168.0.9,8082
2026-05-29T17:33:34.105331+00:00,DRONE-1847,True,DJI Phantom,18.96021,72.937296,19.126156,72.833823,0.93,40.58,3.93,72,192.168.0.9,8082
2026-05-29T17:33:35.106963+00:00,DRONE-2662,True,Skydio,19.050401,72.92306,19.13494,72.835762,0.98,318.21,16.76,15,192.168.0.9,8082
2026-05-29T17:33:36.107803+00:00,DRONE-8810,True,DJI Phantom,18.944814,72.888137,19.095381,72.703032,0.76,72.03,13.65,148,192.168.0.9,8082
2026-05-29T17:33:37.108803+00:00,DRONE-2587,True,Unknown,18.978696,72.712922,19.193732,72.914524,0.98,417.74,23.18,267,192.168.0.9,8082
2026-05-29T17:33:38.110242+00:00,DRONE-4682,True,Autel EVO,18.900113,72.83901,18.994338,72.740411,0.71,463.69,27.99,111,192.168.0.9,8082
2026-05-29T17:33:39.110805+00:00,DRONE-8059,True,DJI Mavic,19.089261,72.918707,19.151385,72.813569,0.82,223.27,6.59,127,192.168.0.9,8082
2026-05-29T17:33:40.111954+00:00,DRONE-3910,True,Unknown,19.151842,72.949673,18.993659,72.901136,0.74,31.77,6.49,219,192.168.0.9,8082
2026-05-29T17:33:41.113199+00:00,DRONE-7411,True,Unknown,19.094336,72.857266,19.031942,72.970051,0.91,313.02,21.85,358,192.168.0.9,8082
2026-05-29T17:33:42.114838+00:00,DRONE-7864,True,Parrot Anafi,19.122252,72.701694,19.127299,72.888437,0.99,159.78,4.63,17,192.168.0.9,8082
2026-05-29T17:33:43.115808+00:00,DRONE-1075,True,DJI Mini,18.921063,72.931274,19.199273,72.765068,0.81,343.92,11.61,321,192.168.0.9,8082
2026-05-29T17:33:44.116915+00:00,DRONE-3858,True,Parrot Anafi,18.964231,72.761035,18.92861,72.800398,0.74,326.19,14.35,184,192.168.0.9,8082
2026-05-29T17:33:45.117817+00:00,DRONE-9671,True,Unknown,19.178848,72.750632,19.002077,72.73128,0.85,129.86,11.07,283,192.168.0.9,8082
2026-05-29T17:33:46.119387+00:00,DRONE-7883,True,Parrot Anafi,19.020458,72.856342,19.082433,72.902083,0.75,20.2,9.99,169,192.168.0.9,8082
2026-05-29T17:33:47.119814+00:00,DRONE-4998,True,DJI Phantom,19.190008,72.795296,19.132574,72.853283,0.98,465.64,0.4,205,192.168.0.9,8082
2026-05-29T17:33:48.120846+00:00,DRONE-3568,True,Skydio,19.029819,72.908775,18.904696,72.739211,0.9,35.23,28.01,122,192.168.0.9,8082
